CMTE_ID,CMTE_NM,CMTE_ST1,CMTE_ST2,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,CAND_NM,RPT_YR,RPT_TP,TERM_RPT_FLAG,AMNDT_IND,RECEIPT_DT,CVG_START_DT,CVG_END_DT,RPT_PGI,COH_BOP,TTL_RECEIPTS_SUM_PAGE_PER,SUBTTL_SUM_PAGE_PER,TTL_DISB_SUM_PAGE_PER,COH_COP,DEBTS_OWED_TO_CMTE,DEBTS_OWED_BY_CMTE,EXP_SUBJECT_LIMITS,NET_CONTB_SUM_PAGE_PER,NET_OP_EXP_SUM_PAGE_PER,FED_FUNDS_PER,INDV_CONTB_PER,POL_PTY_CMTE_CONTB_PER,OTHER_POL_CMTE_CONTB_PER,CAND_CONTB_PER,TTL_CONTB_PER,TRANF_FROM_AFFILATED_CMTE_PER,LOANS_RECEIVED_FROM_CAND_PER,OTHER_LOANS_RECEIVED_PER,TTL_LOANS_RECEIVED_PER,OFFSETS_TO_OP_EXP_PER,OFFSETS_TO_FNDRSG_EXP_PER,OFFSETS_TO_LEGAL_ACCTG_PER,TTL_OFFSETS_TO_OP_EXP_PER,OTHER_RECEIPTS_PER,TTL_RECEIPTS_PER,OP_EXP_PER,TRANF_TO_OTHER_AUTH_CMTE_PER,FNDRSG_DISB_PER,EXEMPT_LEGAL_ACCTG_DISB_PER,REPYMTS_LOANS_MADE_BY_CAND_PER,REPYMTS_OTHER_LOANS_PER,TTL_LOAN_REPYMTS_MADE_PER,REF_INDV_CONTB_PER,REF_POL_PTY_CMTE_CONTB_PER,REF_OTHER_POL_CMTE_CONTB_PER,TTL_CONTB_REF_PER,OTHER_DISB_PER,TTL_DISB_PER,ITEMS_ON_HAND_LIQUIDATED,TTL_PER,FED_FUNDS_YTD,INDV_CONTB_YTD,POL_PTY_CMTE_CONTB_YTD,OTHER_POL_CMTE_CONTB_YTD,CAND_CONTB_YTD,TTL_CONTB_YTD,TRANF_FROM_AFFILIATED_CMTE_YTD,LOANS_RECEIVED_FROM_CAND_YTD,OTHER_LOANS_RECEIVED_YTD,TTL_LOANS_RECEIVED_YTD,OFFSETS_TO_OP_EXP_YTD,OFFSETS_TO_FNDRSG_EXP_YTD,OFFSETS_TO_LEGAL_ACCTG_YTD,TTL_OFFSETS_TO_OP_EXP_YTD,OTHER_RECEIPTS_YTD,TTL_RECEIPTS_YTD,OP_EXP_YTD,TRANF_TO_OTHER_AUTH_CMTE_YTD,FNDRSG_DISB_YTD,EXEMPT_LEGAL_ACCTG_DISB_YTD,REPYMTS_LOANS_MADE_CAND_YTD,REPYMTS_OTHER_LOANS_YTD,TTL_LOAN_REPYMTS_MADE_YTD,REF_INDV_CONTB_YTD,REF_POL_PTY_CMTE_CONTB_YTD,REF_OTHER_POL_CMTE_CONTB_YTD,TTL_CONTB_REF_YTD,OTHER_DISB_YTD,TTL_DISB_YTD,TTL_YTD,TRES_SIGN_NM,TRES_SIGN_DT,FILE_NUM
C00579458,"JEB 2016, INC.","P.O. BOX 440669","","MIAMI","FL","33144","P60008059","BUSH, JEB",2015,"Q2",,A,15-JUL-15,01-APR-15,30-JUN-15,,0,11429897.64,11429897.64,3078087.31,8351810.33,0,401104.53,0,11429897.64,3078087.31,0,10978577.49,0,62600,388720.15,11429897.64,0,0,0,0,0,0,0,0,0,11429897.64,3078087.31,0,0,0,0,0,0,0,0,0,0,0,3078087.31,0,0,0,10978577.49,0,62600,388720.15,11429897.64,0,0,0,0,0,0,0,0,0,11429897.64,3078087.31,0,0,0,0,0,0,0,0,0,0,0,3078087.31,0,"SIMON, WILLIAM",04-SEP-15,1024106
C00579458,"JEB 2016, INC.","P.O. BOX 440669","","MIAMI","FL","33144","P60008059","BUSH, JEB",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,8351810.33,13384832.06,21736642.39,11465513.3,10271129.09,0,404737.38,0,24765379.78,14494250.69,0,13276415.09,0,72717.05,0,13349132.14,0,0,0,0,35699.92,0,0,35699.92,0,13384832.06,11451863.3,0,0,0,0,0,0,10450,0,3200,13650,0,11465513.3,0,0,0,24254992.58,0,135317.05,388720.15,24779029.78,0,0,0,0,35699.92,0,0,35699.92,0,24814729.7,14529950.61,0,0,0,0,0,0,10450,0,3200,13650,0,14543600.61,0,"SIMON, WILLIAM",15-OCT-15,1029571
C00580159,"JINDAL FOR PRESIDENT","PO BOX 5101","","BATON ROUGE","LA","70821","P60008398","JINDAL, BOBBY",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,0,578758.51,578758.51,65043.87,513714.64,0,0,0,578758.51,65043.87,0,573758.51,0,5000,0,578758.51,0,0,0,0,0,0,0,0,0,578758.51,65043.87,0,0,0,0,0,0,0,0,0,0,0,65043.87,0,0,0,573758.51,0,5000,0,578758.51,0,0,0,0,0,0,0,0,0,578758.51,65043.87,0,0,0,0,0,0,0,0,0,0,0,65043.87,0,"MCCOLLISTER, ROLFE",15-JUL-15,1014598
C00580159,"JINDAL FOR PRESIDENT","PO BOX 5101","","BATON ROUGE","LA","70821","P60008398","JINDAL, BOBBY",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,513714.64,579438.39,1093153.03,832214.02,260939.01,0,0,0,1158091.9,897152.89,0,574438.39,0,5000,0,579438.39,0,0,0,0,0,0,0,0,0,579438.39,832109.02,0,0,0,0,0,0,105,0,0,105,0,832214.02,0,0,0,1148196.9,0,10000,0,1158196.9,0,0,0,0,0,0,0,0,0,1158196.9,897152.89,0,0,0,0,0,0,105,0,0,105,0,897257.89,0,"MCCOLLISTER, ROLFE",15-OCT-15,1029078
C00580399,"CHRIS CHRISTIE FOR PRESIDENT INC","PO BOX 225","","COLONIA","NJ","088170225","P60008521","CHRISTIE, CHRISTOPHER J.",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,0,4208984.49,4208984.49,2822537.1,1386447.39,0,246346.89,0,4188864.43,2802417.04,0,4145564.43,0,62600,0,4208164.43,0,0,0,0,820.06,0,0,820.06,0,4208984.49,2803237.1,0,0,0,0,0,0,19300,0,0,19300,0,2822537.1,0,0,0,4145564.43,0,62600,0,4208164.43,0,0,0,0,820.06,0,0,820.06,0,4208984.49,2803237.1,0,0,0,0,0,0,19300,0,0,19300,0,2822537.1,0,"GRAVINO, RONALD R",15-OCT-15,1029538
C00581215,"WEBB 2016","PO BOX 11742","","BURKE","VA","22009","P60008885","WEBB, JAMES HENRY JR.",2015,"Q3",,N,15-OCT-15,20-NOV-14,30-SEP-15,,0,696972.18,696972.18,380206.84,316765.34,0,0,0,696972.18,370941.84,0,691972.18,0,5000,0,696972.18,0,0,0,0,0,0,0,0,0,696972.18,370941.84,0,0,0,0,0,0,0,0,0,0,9265,380206.84,0,0,0,691972.18,0,5000,0,696972.18,0,0,0,0,0,0,0,0,0,696972.18,370941.84,0,0,0,0,0,0,0,0,0,0,9265,380206.84,0,"JONES, NELSON III",11-OCT-15,1029637
C00583146,"LESSIG2016.US","PO BOX 382080","","CAMBRIDGE","MA","02238","P60009685","LESSIG, LAWRENCE",2015,"Q3",,N,15-OCT-15,01-AUG-15,30-SEP-15,,0,1016189.22,1016189.22,442253.62,573935.6,0,0,0,1012066.79,437881.19,0,1014939.93,0,0,620,1015559.93,0,0,0,0,629.29,0,0,629.29,0,1016189.22,438510.48,0,0,0,0,0,0,3493.14,0,0,3493.14,250,442253.62,0,0,0,1014939.93,0,0,620,1015559.93,0,0,0,0,629.29,0,0,629.29,0,1016189.22,438510.48,0,0,0,0,0,0,3493.14,0,0,3493.14,250,442253.62,0,"SILBAUGH, KATHARINE",15-OCT-15,1029491
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.","725 FIFTH AVENUE","","NEW YORK","NY","10022","P80001571","TRUMP, DONALD J.",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,487736.16,3926511.65,4414247.81,4159474.93,254772.88,0,1804747.23,0,3930766.57,5440690.92,0,3817978.93,57.62,0,100779.63,3918816.18,0,0,0,0,7695.47,0,0,7695.47,0,3926511.65,4035076.35,40050,0,0,0,0,0,84348.58,0,0,84348.58,0,4159474.93,0,0,0,3910228.26,57.62,0,104829.27,4015115.15,0,1804747.23,0,1804747.23,9059.72,0,0,9059.72,0,5828922.1,5449750.64,40050,0,0,0,0,0,84348.58,0,0,84348.58,0,5574149.22,0,"JOST, TIMOTHY",15-OCT-15,1029398
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.","725 FIFTH AVENUE","","NEW YORK","NY","10022","P80001571","TRUMP, DONALD J.",2015,"Q2",,N,15-JUL-15,02-APR-15,30-JUN-15,,0,1902410.45,1902410.45,1414674.29,487736.16,0,1804747.23,0,96298.97,1413310.04,0,92249.33,0,0,4049.64,96298.97,0,1804747.23,0,1804747.23,1364.25,0,0,1364.25,0,1902410.45,1414674.29,0,0,0,0,0,0,0,0,0,0,0,1414674.29,0,0,0,92249.33,0,0,4049.64,96298.97,0,1804747.23,0,1804747.23,1364.25,0,0,1364.25,0,1902410.45,1414674.29,0,0,0,0,0,0,0,0,0,0,0,1414674.29,0,"JOST, TIMOTHY",15-JUL-15,1015464
C00577981,"HUCKABEE FOR PRESIDENT INC","PO BOX 3357","","LITTLE ROCK","AR","72203","P80003478","HUCKABEE, MIKE",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,0,2004462.73,2004462.73,1118991.72,885471.01,0,11334.25,0,1997210.63,1111739.62,0,1986860.63,0,17500,0,2004360.63,0,0,0,0,102.1,0,0,102.1,0,2004462.73,1111841.72,0,0,0,0,0,0,7150,0,0,7150,0,1118991.72,0,0,0,1986860.63,0,17500,0,2004360.63,0,0,0,0,102.1,0,0,102.1,0,2004462.73,1111841.72,0,0,0,0,0,0,7150,0,0,7150,0,1118991.72,0,"TURNER, CALE",15-JUL-15,1015311
C00577981,"HUCKABEE FOR PRESIDENT INC","PO BOX 3357","","LITTLE ROCK","AR","72203","P80003478","HUCKABEE, MIKE",2015,"Q3",,N,15-OCT-15,01-JUL-15,30-SEP-15,,885471.01,1241737.51,2127208.52,1365797.56,761410.96,0,133104.2,0,3234967.14,2473556.18,0,1232832.51,0,8000,0,1240832.51,0,0,0,0,905,0,0,905,0,1241737.51,1362721.56,0,0,0,0,0,0,3076,0,0,3076,0,1365797.56,0,0,0,3219693.14,0,25500,0,3245193.14,0,0,0,0,1007.1,0,0,1007.1,0,3246200.24,2474563.28,0,0,0,0,0,0,10226,0,0,10226,0,2484789.28,0,"TURNER, CALE",15-OCT-15,1029567
